objective,publisher_platform,age,gender,total_original,total_estimated,delta,pct_change
OUTCOME_SALES,threads,25-34,male,0.0,0.0,0.0,
OUTCOME_SALES,threads,25-34,unknown,0.0,0.0,0.0,
OUTCOME_SALES,threads,25-34,,0.0,0.0,0.0,
OUTCOME_SALES,threads,35-44,female,0.0,0.0,0.0,
OUTCOME_SALES,threads,35-44,male,0.0,0.0,0.0,
OUTCOME_SALES,threads,35-44,unknown,0.0,0.0,0.0,
OUTCOME_SALES,threads,35-44,,0.0,0.0,0.0,
OUTCOME_SALES,threads,45-54,female,0.0,0.0,0.0,
OUTCOME_SALES,threads,45-54,male,0.0,0.0,0.0,
OUTCOME_SALES,threads,45-54,unknown,0.0,0.0,0.0,
OUTCOME_SALES,threads,45-54,,0.0,0.0,0.0,
OUTCOME_SALES,threads,55-64,female,0.0,0.0,0.0,
OUTCOME_SALES,threads,55-64,male,0.0,0.0,0.0,
OUTCOME_SALES,threads,55-64,unknown,0.0,0.0,0.0,
OUTCOME_SALES,threads,55-64,,0.0,0.0,0.0,
OUTCOME_SALES,threads,65+,female,0.0,0.0,0.0,
OUTCOME_SALES,threads,65+,male,0.0,0.0,0.0,
OUTCOME_SALES,threads,65+,unknown,0.0,0.0,0.0,
OUTCOME_SALES,threads,65+,,0.0,0.0,0.0,
OUTCOME_SALES,threads,Unknown,female,0.0,0.0,0.0,
OUTCOME_SALES,threads,Unknown,male,0.0,0.0,0.0,
OUTCOME_SALES,threads,Unknown,unknown,0.0,0.0,0.0,
OUTCOME_SALES,threads,Unknown,,0.0,0.0,0.0,
OUTCOME_SALES,threads,,female,0.0,0.0,0.0,
OUTCOME_SALES,threads,,male,0.0,0.0,0.0,
OUTCOME_SALES,threads,,unknown,0.0,0.0,0.0,
OUTCOME_SALES,unknown,18-24,female,0.0,0.0,0.0,
OUTCOME_SALES,unknown,18-24,male,0.0,0.0,0.0,
OUTCOME_SALES,unknown,18-24,unknown,0.0,0.0,0.0,
OUTCOME_SALES,unknown,18-24,,0.0,0.0,0.0,
OUTCOME_SALES,unknown,25-34,female,0.0,0.0,0.0,
OUTCOME_SALES,unknown,25-34,male,0.0,0.0,0.0,
OUTCOME_SALES,unknown,25-34,unknown,0.0,0.0,0.0,
OUTCOME_SALES,unknown,25-34,,0.0,0.0,0.0,
OUTCOME_SALES,unknown,35-44,female,0.0,0.0,0.0,
OUTCOME_SALES,unknown,35-44,male,0.0,0.0,0.0,
OUTCOME_SALES,unknown,35-44,unknown,0.0,0.0,0.0,
OUTCOME_SALES,unknown,35-44,,0.0,0.0,0.0,
OUTCOME_SALES,unknown,45-54,female,0.0,0.0,0.0,
OUTCOME_SALES,instagram,35-44,unknown,0.0,0.0,0.0,
OUTCOME_SALES,unknown,45-54,unknown,0.0,0.0,0.0,
OUTCOME_SALES,unknown,45-54,,0.0,0.0,0.0,
OUTCOME_SALES,unknown,55-64,female,0.0,0.0,0.0,
OUTCOME_SALES,unknown,55-64,male,0.0,0.0,0.0,
OUTCOME_SALES,unknown,55-64,unknown,0.0,0.0,0.0,
OUTCOME_SALES,unknown,55-64,,0.0,0.0,0.0,
OUTCOME_SALES,unknown,65+,female,0.0,0.0,0.0,
OUTCOME_SALES,unknown,65+,male,0.0,0.0,0.0,
OUTCOME_SALES,unknown,65+,unknown,0.0,0.0,0.0,
OUTCOME_SALES,unknown,65+,,0.0,0.0,0.0,
OUTCOME_SALES,unknown,Unknown,female,0.0,0.0,0.0,
OUTCOME_SALES,unknown,Unknown,male,0.0,0.0,0.0,
OUTCOME_SALES,unknown,Unknown,unknown,0.0,0.0,0.0,
OUTCOME_SALES,unknown,Unknown,,0.0,0.0,0.0,
OUTCOME_SALES,unknown,,female,0.0,0.0,0.0,
OUTCOME_SALES,unknown,,male,0.0,0.0,0.0,
OUTCOME_SALES,unknown,,unknown,0.0,0.0,0.0,
OUTCOME_SALES,,18-24,female,0.0,0.0,0.0,
OUTCOME_SALES,,18-24,male,0.0,0.0,0.0,
OUTCOME_SALES,,18-24,unknown,0.0,0.0,0.0,
OUTCOME_SALES,,18-24,,0.0,0.0,0.0,
OUTCOME_SALES,,25-34,female,0.0,0.0,0.0,
OUTCOME_SALES,,25-34,male,0.0,0.0,0.0,
OUTCOME_SALES,,25-34,unknown,0.0,0.0,0.0,
OUTCOME_SALES,,25-34,,0.0,0.0,0.0,
OUTCOME_SALES,,35-44,female,0.0,0.0,0.0,
OUTCOME_SALES,,35-44,male,0.0,0.0,0.0,
OUTCOME_SALES,,35-44,unknown,0.0,0.0,0.0,
OUTCOME_SALES,,35-44,,0.0,0.0,0.0,
OUTCOME_SALES,,45-54,female,0.0,0.0,0.0,
OUTCOME_SALES,,45-54,male,0.0,0.0,0.0,
OUTCOME_SALES,,45-54,unknown,0.0,0.0,0.0,
OUTCOME_SALES,,45-54,,0.0,0.0,0.0,
OUTCOME_SALES,,55-64,female,0.0,0.0,0.0,
OUTCOME_SALES,,55-64,male,0.0,0.0,0.0,
OUTCOME_SALES,,55-64,unknown,0.0,0.0,0.0,
OUTCOME_SALES,,55-64,,0.0,0.0,0.0,
OUTCOME_SALES,,65+,female,0.0,0.0,0.0,
OUTCOME_SALES,,65+,male,0.0,0.0,0.0,
OUTCOME_SALES,,65+,unknown,0.0,0.0,0.0,
OUTCOME_SALES,,65+,,0.0,0.0,0.0,
OUTCOME_SALES,,Unknown,female,0.0,0.0,0.0,
OUTCOME_SALES,,Unknown,male,0.0,0.0,0.0,
OUTCOME_SALES,,Unknown,unknown,0.0,0.0,0.0,
OUTCOME_SALES,,Unknown,,0.0,0.0,0.0,
OUTCOME_SALES,,,female,0.0,0.0,0.0,
OUTCOME_SALES,,,male,0.0,0.0,0.0,
OUTCOME_SALES,,,unknown,0.0,0.0,0.0,
CONVERSIONS,audience_network,18-24,female,0.0,0.0,0.0,
CONVERSIONS,audience_network,18-24,male,0.0,0.0,0.0,
CONVERSIONS,audience_network,18-24,unknown,0.0,0.0,0.0,
CONVERSIONS,audience_network,18-24,,0.0,0.0,0.0,
CONVERSIONS,audience_network,25-34,female,0.0,0.0,0.0,
CONVERSIONS,audience_network,25-34,male,0.0,0.0,0.0,
CONVERSIONS,audience_network,25-34,unknown,0.0,0.0,0.0,
CONVERSIONS,audience_network,25-34,,0.0,0.0,0.0,
CONVERSIONS,audience_network,35-44,female,0.0,0.0,0.0,
CONVERSIONS,audience_network,35-44,male,0.0,0.0,0.0,
CONVERSIONS,audience_network,35-44,unknown,0.0,0.0,0.0,
CONVERSIONS,audience_network,35-44,,0.0,0.0,0.0,
CONVERSIONS,audience_network,45-54,female,0.0,0.0,0.0,
CONVERSIONS,audience_network,45-54,male,0.0,0.0,0.0,
CONVERSIONS,audience_network,45-54,unknown,0.0,0.0,0.0,
CONVERSIONS,audience_network,45-54,,0.0,0.0,0.0,
CONVERSIONS,audience_network,55-64,female,0.0,0.0,0.0,
CONVERSIONS,audience_network,55-64,male,0.0,0.0,0.0,
CONVERSIONS,audience_network,55-64,unknown,0.0,0.0,0.0,
CONVERSIONS,audience_network,55-64,,0.0,0.0,0.0,
CONVERSIONS,audience_network,65+,female,0.0,0.0,0.0,
CONVERSIONS,audience_network,65+,male,0.0,0.0,0.0,
CONVERSIONS,audience_network,65+,unknown,0.0,0.0,0.0,
CONVERSIONS,audience_network,65+,,0.0,0.0,0.0,
CONVERSIONS,audience_network,Unknown,female,0.0,0.0,0.0,
CONVERSIONS,audience_network,Unknown,male,0.0,0.0,0.0,
CONVERSIONS,audience_network,Unknown,unknown,0.0,0.0,0.0,
CONVERSIONS,audience_network,Unknown,,0.0,0.0,0.0,
CONVERSIONS,audience_network,,female,0.0,0.0,0.0,
CONVERSIONS,audience_network,,male,0.0,0.0,0.0,
CONVERSIONS,audience_network,,unknown,0.0,0.0,0.0,
CONVERSIONS,facebook,18-24,female,0.0,0.0,0.0,
CONVERSIONS,facebook,18-24,male,0.0,0.0,0.0,
CONVERSIONS,facebook,18-24,unknown,0.0,0.0,0.0,
CONVERSIONS,facebook,18-24,,0.0,0.0,0.0,
CONVERSIONS,facebook,25-34,female,0.0,0.0,0.0,
CONVERSIONS,facebook,25-34,male,0.0,0.0,0.0,
CONVERSIONS,facebook,25-34,unknown,0.0,0.0,0.0,
CONVERSIONS,facebook,25-34,,0.0,0.0,0.0,
CONVERSIONS,facebook,35-44,female,0.0,0.0,0.0,
CONVERSIONS,facebook,35-44,male,0.0,0.0,0.0,
CONVERSIONS,facebook,35-44,unknown,0.0,0.0,0.0,
CONVERSIONS,facebook,35-44,,0.0,0.0,0.0,
CONVERSIONS,facebook,45-54,female,0.0,0.0,0.0,
CONVERSIONS,facebook,45-54,male,0.0,0.0,0.0,
CONVERSIONS,facebook,45-54,unknown,0.0,0.0,0.0,
CONVERSIONS,facebook,45-54,,0.0,0.0,0.0,
OUTCOME_SALES,unknown,45-54,male,0.0,0.0,0.0,
CONVERSIONS,facebook,55-64,female,0.0,0.0,0.0,
CONVERSIONS,facebook,55-64,male,0.0,0.0,0.0,
CONVERSIONS,facebook,55-64,unknown,0.0,0.0,0.0,
CONVERSIONS,facebook,55-64,,0.0,0.0,0.0,
CONVERSIONS,facebook,65+,female,0.0,0.0,0.0,
CONVERSIONS,facebook,65+,male,0.0,0.0,0.0,
CONVERSIONS,facebook,65+,unknown,0.0,0.0,0.0,
CONVERSIONS,facebook,65+,,0.0,0.0,0.0,
CONVERSIONS,facebook,Unknown,female,0.0,0.0,0.0,
CONVERSIONS,facebook,Unknown,male,0.0,0.0,0.0,
CONVERSIONS,facebook,Unknown,unknown,0.0,0.0,0.0,
CONVERSIONS,facebook,Unknown,,0.0,0.0,0.0,
CONVERSIONS,facebook,,female,0.0,0.0,0.0,
CONVERSIONS,facebook,,male,0.0,0.0,0.0,
CONVERSIONS,facebook,,unknown,0.0,0.0,0.0,
CONVERSIONS,instagram,18-24,female,0.0,0.0,0.0,
CONVERSIONS,instagram,18-24,male,0.0,0.0,0.0,
CONVERSIONS,instagram,18-24,unknown,0.0,0.0,0.0,
CONVERSIONS,instagram,18-24,,0.0,0.0,0.0,
CONVERSIONS,instagram,25-34,female,0.0,0.0,0.0,
CONVERSIONS,instagram,25-34,male,0.0,0.0,0.0,
CONVERSIONS,instagram,25-34,unknown,0.0,0.0,0.0,
CONVERSIONS,instagram,25-34,,0.0,0.0,0.0,
CONVERSIONS,instagram,35-44,female,0.0,0.0,0.0,
CONVERSIONS,instagram,35-44,male,0.0,0.0,0.0,
CONVERSIONS,instagram,35-44,unknown,0.0,0.0,0.0,
CONVERSIONS,instagram,35-44,,0.0,0.0,0.0,
CONVERSIONS,instagram,45-54,female,0.0,0.0,0.0,
CONVERSIONS,instagram,45-54,male,0.0,0.0,0.0,
CONVERSIONS,instagram,45-54,unknown,0.0,0.0,0.0,
CONVERSIONS,instagram,45-54,,0.0,0.0,0.0,
CONVERSIONS,instagram,55-64,female,0.0,0.0,0.0,
CONVERSIONS,instagram,55-64,male,0.0,0.0,0.0,
CONVERSIONS,instagram,55-64,unknown,0.0,0.0,0.0,
CONVERSIONS,instagram,55-64,,0.0,0.0,0.0,
CONVERSIONS,instagram,65+,female,0.0,0.0,0.0,
CONVERSIONS,instagram,65+,male,0.0,0.0,0.0,
CONVERSIONS,instagram,65+,unknown,0.0,0.0,0.0,
CONVERSIONS,instagram,65+,,0.0,0.0,0.0,
CONVERSIONS,instagram,Unknown,female,0.0,0.0,0.0,
CONVERSIONS,instagram,Unknown,male,0.0,0.0,0.0,
CONVERSIONS,instagram,Unknown,unknown,0.0,0.0,0.0,
CONVERSIONS,instagram,Unknown,,0.0,0.0,0.0,
CONVERSIONS,instagram,,female,0.0,0.0,0.0,
CONVERSIONS,instagram,,male,0.0,0.0,0.0,
CONVERSIONS,instagram,,unknown,0.0,0.0,0.0,
CONVERSIONS,messenger,18-24,female,0.0,0.0,0.0,
CONVERSIONS,messenger,18-24,male,0.0,0.0,0.0,
CONVERSIONS,messenger,18-24,unknown,0.0,0.0,0.0,
CONVERSIONS,messenger,18-24,,0.0,0.0,0.0,
CONVERSIONS,messenger,25-34,female,0.0,0.0,0.0,
CONVERSIONS,messenger,25-34,male,0.0,0.0,0.0,
CONVERSIONS,messenger,25-34,unknown,0.0,0.0,0.0,
CONVERSIONS,messenger,25-34,,0.0,0.0,0.0,
CONVERSIONS,messenger,35-44,female,0.0,0.0,0.0,
CONVERSIONS,messenger,35-44,male,0.0,0.0,0.0,
CONVERSIONS,messenger,35-44,unknown,0.0,0.0,0.0,
CONVERSIONS,messenger,35-44,,0.0,0.0,0.0,
CONVERSIONS,messenger,45-54,female,0.0,0.0,0.0,
CONVERSIONS,messenger,45-54,male,0.0,0.0,0.0,
CONVERSIONS,messenger,45-54,unknown,0.0,0.0,0.0,
CONVERSIONS,messenger,45-54,,0.0,0.0,0.0,
CONVERSIONS,messenger,55-64,female,0.0,0.0,0.0,
CONVERSIONS,messenger,55-64,male,0.0,0.0,0.0,
CONVERSIONS,messenger,55-64,unknown,0.0,0.0,0.0,
CONVERSIONS,messenger,55-64,,0.0,0.0,0.0,
CONVERSIONS,messenger,65+,female,0.0,0.0,0.0,
CONVERSIONS,messenger,65+,male,0.0,0.0,0.0,
CONVERSIONS,messenger,65+,unknown,0.0,0.0,0.0,
CONVERSIONS,messenger,65+,,0.0,0.0,0.0,
CONVERSIONS,messenger,Unknown,female,0.0,0.0,0.0,
CONVERSIONS,messenger,Unknown,male,0.0,0.0,0.0,
,audience_network,18-24,female,0.0,0.0,0.0,
,audience_network,18-24,male,0.0,0.0,0.0,
,audience_network,18-24,unknown,0.0,0.0,0.0,
,audience_network,18-24,,0.0,0.0,0.0,
,audience_network,25-34,female,0.0,0.0,0.0,
,audience_network,25-34,male,0.0,0.0,0.0,
,audience_network,25-34,unknown,0.0,0.0,0.0,
,audience_network,25-34,,0.0,0.0,0.0,
,audience_network,35-44,female,0.0,0.0,0.0,
,audience_network,35-44,male,0.0,0.0,0.0,
,audience_network,35-44,unknown,0.0,0.0,0.0,
,audience_network,35-44,,0.0,0.0,0.0,
,audience_network,45-54,female,0.0,0.0,0.0,
,audience_network,45-54,male,0.0,0.0,0.0,
,audience_network,45-54,unknown,0.0,0.0,0.0,
,audience_network,45-54,,0.0,0.0,0.0,
,audience_network,55-64,female,0.0,0.0,0.0,
,audience_network,55-64,male,0.0,0.0,0.0,
,audience_network,55-64,unknown,0.0,0.0,0.0,
,audience_network,55-64,,0.0,0.0,0.0,
,audience_network,65+,female,0.0,0.0,0.0,
,audience_network,65+,male,0.0,0.0,0.0,
,audience_network,65+,unknown,0.0,0.0,0.0,
,audience_network,65+,,0.0,0.0,0.0,
,audience_network,Unknown,female,0.0,0.0,0.0,
,audience_network,Unknown,male,0.0,0.0,0.0,
,audience_network,Unknown,unknown,0.0,0.0,0.0,
,audience_network,Unknown,,0.0,0.0,0.0,
,audience_network,,female,0.0,0.0,0.0,
,audience_network,,male,0.0,0.0,0.0,
,audience_network,,unknown,0.0,0.0,0.0,
,facebook,18-24,female,0.0,0.0,0.0,
,facebook,18-24,male,0.0,0.0,0.0,
,facebook,18-24,unknown,0.0,0.0,0.0,
,facebook,18-24,,0.0,0.0,0.0,
,facebook,25-34,female,0.0,0.0,0.0,
,facebook,25-34,male,0.0,0.0,0.0,
,facebook,25-34,unknown,0.0,0.0,0.0,
,facebook,25-34,,0.0,0.0,0.0,
,facebook,35-44,female,0.0,0.0,0.0,
,facebook,35-44,male,0.0,0.0,0.0,
,facebook,35-44,unknown,0.0,0.0,0.0,
,facebook,35-44,,0.0,0.0,0.0,
,facebook,45-54,female,0.0,0.0,0.0,
,facebook,45-54,male,0.0,0.0,0.0,
,facebook,45-54,unknown,0.0,0.0,0.0,
,facebook,45-54,,0.0,0.0,0.0,
,facebook,55-64,female,0.0,0.0,0.0,
,facebook,55-64,male,0.0,0.0,0.0,
,facebook,55-64,unknown,0.0,0.0,0.0,
,facebook,55-64,,0.0,0.0,0.0,
,facebook,65+,female,0.0,0.0,0.0,
,facebook,65+,male,0.0,0.0,0.0,
,facebook,65+,unknown,0.0,0.0,0.0,
,facebook,65+,,0.0,0.0,0.0,
,facebook,Unknown,female,0.0,0.0,0.0,
,facebook,Unknown,male,0.0,0.0,0.0,
,facebook,Unknown,unknown,0.0,0.0,0.0,
,facebook,Unknown,,0.0,0.0,0.0,
,facebook,,female,0.0,0.0,0.0,
,facebook,,male,0.0,0.0,0.0,
,facebook,,unknown,0.0,0.0,0.0,
,instagram,18-24,female,0.0,0.0,0.0,
,instagram,18-24,male,0.0,0.0,0.0,
,instagram,18-24,unknown,0.0,0.0,0.0,
,instagram,18-24,,0.0,0.0,0.0,
,instagram,25-34,female,0.0,0.0,0.0,
,instagram,25-34,male,0.0,0.0,0.0,
,instagram,25-34,unknown,0.0,0.0,0.0,
,instagram,25-34,,0.0,0.0,0.0,
,instagram,35-44,female,0.0,0.0,0.0,
,instagram,35-44,male,0.0,0.0,0.0,
,instagram,35-44,unknown,0.0,0.0,0.0,
,instagram,35-44,,0.0,0.0,0.0,
,instagram,45-54,female,0.0,0.0,0.0,
,instagram,45-54,male,0.0,0.0,0.0,
,instagram,45-54,unknown,0.0,0.0,0.0,
,instagram,45-54,,0.0,0.0,0.0,
,instagram,55-64,female,0.0,0.0,0.0,
,instagram,55-64,male,0.0,0.0,0.0,
,instagram,55-64,unknown,0.0,0.0,0.0,
,instagram,55-64,,0.0,0.0,0.0,
,instagram,65+,female,0.0,0.0,0.0,
,instagram,65+,male,0.0,0.0,0.0,
,instagram,65+,unknown,0.0,0.0,0.0,
,instagram,65+,,0.0,0.0,0.0,
,instagram,Unknown,female,0.0,0.0,0.0,
,instagram,Unknown,male,0.0,0.0,0.0,
,instagram,Unknown,unknown,0.0,0.0,0.0,
,instagram,Unknown,,0.0,0.0,0.0,
,instagram,,female,0.0,0.0,0.0,
,instagram,,male,0.0,0.0,0.0,
,instagram,,unknown,0.0,0.0,0.0,
,messenger,18-24,female,0.0,0.0,0.0,
,messenger,18-24,male,0.0,0.0,0.0,
,messenger,18-24,unknown,0.0,0.0,0.0,
,messenger,18-24,,0.0,0.0,0.0,
,messenger,25-34,female,0.0,0.0,0.0,
,messenger,25-34,male,0.0,0.0,0.0,
,messenger,25-34,unknown,0.0,0.0,0.0,
,messenger,25-34,,0.0,0.0,0.0,
,messenger,35-44,female,0.0,0.0,0.0,
,messenger,35-44,male,0.0,0.0,0.0,
,messenger,35-44,unknown,0.0,0.0,0.0,
,messenger,35-44,,0.0,0.0,0.0,
,messenger,45-54,female,0.0,0.0,0.0,
,messenger,45-54,male,0.0,0.0,0.0,
,messenger,45-54,unknown,0.0,0.0,0.0,
,messenger,45-54,,0.0,0.0,0.0,
,messenger,55-64,female,0.0,0.0,0.0,
,messenger,55-64,male,0.0,0.0,0.0,
,messenger,55-64,unknown,0.0,0.0,0.0,
,messenger,55-64,,0.0,0.0,0.0,
,messenger,65+,female,0.0,0.0,0.0,
,messenger,65+,male,0.0,0.0,0.0,
,messenger,65+,unknown,0.0,0.0,0.0,
,messenger,65+,,0.0,0.0,0.0,
,messenger,Unknown,female,0.0,0.0,0.0,
,messenger,Unknown,male,0.0,0.0,0.0,
,messenger,Unknown,unknown,0.0,0.0,0.0,
,messenger,Unknown,,0.0,0.0,0.0,
,messenger,,female,0.0,0.0,0.0,
,messenger,,male,0.0,0.0,0.0,
,messenger,,unknown,0.0,0.0,0.0,
,threads,18-24,female,0.0,0.0,0.0,
,threads,18-24,male,0.0,0.0,0.0,
,threads,18-24,unknown,0.0,0.0,0.0,
,threads,18-24,,0.0,0.0,0.0,
,threads,25-34,female,0.0,0.0,0.0,
,threads,25-34,male,0.0,0.0,0.0,
,threads,25-34,unknown,0.0,0.0,0.0,
,threads,25-34,,0.0,0.0,0.0,
,threads,35-44,female,0.0,0.0,0.0,
,threads,35-44,male,0.0,0.0,0.0,
,threads,35-44,unknown,0.0,0.0,0.0,
,threads,35-44,,0.0,0.0,0.0,
,threads,45-54,female,0.0,0.0,0.0,
,threads,45-54,male,0.0,0.0,0.0,
,threads,45-54,unknown,0.0,0.0,0.0,
,threads,45-54,,0.0,0.0,0.0,
,threads,55-64,female,0.0,0.0,0.0,
,threads,55-64,male,0.0,0.0,0.0,
,threads,55-64,unknown,0.0,0.0,0.0,
,threads,55-64,,0.0,0.0,0.0,
,threads,65+,female,0.0,0.0,0.0,
,threads,65+,male,0.0,0.0,0.0,
,threads,65+,unknown,0.0,0.0,0.0,
,threads,65+,,0.0,0.0,0.0,
,threads,Unknown,female,0.0,0.0,0.0,
,threads,Unknown,male,0.0,0.0,0.0,
,threads,Unknown,unknown,0.0,0.0,0.0,
,threads,Unknown,,0.0,0.0,0.0,
,threads,,female,0.0,0.0,0.0,
,threads,,male,0.0,0.0,0.0,
,threads,,unknown,0.0,0.0,0.0,
,unknown,18-24,female,0.0,0.0,0.0,
,unknown,18-24,male,0.0,0.0,0.0,
,unknown,18-24,unknown,0.0,0.0,0.0,
,unknown,18-24,,0.0,0.0,0.0,
,unknown,25-34,female,0.0,0.0,0.0,
,unknown,25-34,male,0.0,0.0,0.0,
,unknown,25-34,unknown,0.0,0.0,0.0,
,unknown,25-34,,0.0,0.0,0.0,
,unknown,35-44,female,0.0,0.0,0.0,
,unknown,35-44,male,0.0,0.0,0.0,
,unknown,35-44,unknown,0.0,0.0,0.0,
,unknown,35-44,,0.0,0.0,0.0,
,unknown,45-54,female,0.0,0.0,0.0,
,unknown,45-54,male,0.0,0.0,0.0,
,unknown,45-54,unknown,0.0,0.0,0.0,
,unknown,45-54,,0.0,0.0,0.0,
,unknown,55-64,female,0.0,0.0,0.0,
,unknown,55-64,male,0.0,0.0,0.0,
,unknown,55-64,unknown,0.0,0.0,0.0,
,unknown,55-64,,0.0,0.0,0.0,
,unknown,65+,female,0.0,0.0,0.0,
,unknown,65+,male,0.0,0.0,0.0,
,unknown,65+,unknown,0.0,0.0,0.0,
,unknown,65+,,0.0,0.0,0.0,
,unknown,Unknown,female,0.0,0.0,0.0,
,unknown,Unknown,male,0.0,0.0,0.0,
,unknown,Unknown,unknown,0.0,0.0,0.0,
,unknown,Unknown,,0.0,0.0,0.0,
,unknown,,female,0.0,0.0,0.0,
,unknown,,male,0.0,0.0,0.0,
,unknown,,unknown,0.0,0.0,0.0,
CONVERSIONS,messenger,Unknown,unknown,0.0,0.0,0.0,
CONVERSIONS,messenger,Unknown,,0.0,0.0,0.0,
CONVERSIONS,messenger,,female,0.0,0.0,0.0,
,,18-24,,0.0,0.0,0.0,
CONVERSIONS,messenger,,male,0.0,0.0,0.0,
CONVERSIONS,messenger,,unknown,0.0,0.0,0.0,
CONVERSIONS,threads,18-24,female,0.0,0.0,0.0,
,,25-34,,0.0,0.0,0.0,
CONVERSIONS,threads,18-24,male,0.0,0.0,0.0,
CONVERSIONS,threads,18-24,unknown,0.0,0.0,0.0,
CONVERSIONS,threads,18-24,,0.0,0.0,0.0,
,,35-44,,0.0,0.0,0.0,
CONVERSIONS,threads,25-34,female,0.0,0.0,0.0,
CONVERSIONS,threads,25-34,male,0.0,0.0,0.0,
CONVERSIONS,threads,25-34,unknown,0.0,0.0,0.0,
,,45-54,,0.0,0.0,0.0,
CONVERSIONS,threads,25-34,,0.0,0.0,0.0,
CONVERSIONS,threads,35-44,female,0.0,0.0,0.0,
CONVERSIONS,threads,35-44,male,0.0,0.0,0.0,
,,55-64,,0.0,0.0,0.0,
CONVERSIONS,threads,35-44,unknown,0.0,0.0,0.0,
CONVERSIONS,threads,35-44,,0.0,0.0,0.0,
CONVERSIONS,threads,45-54,female,0.0,0.0,0.0,
,,65+,,0.0,0.0,0.0,
,,Unknown,female,0.0,0.0,0.0,
,,Unknown,male,0.0,0.0,0.0,
,,Unknown,unknown,0.0,0.0,0.0,
,,Unknown,,0.0,0.0,0.0,
,,,female,0.0,0.0,0.0,
,,,male,0.0,0.0,0.0,
,,,unknown,0.0,0.0,0.0,
